,Economy ISO3,Indicator,2009-01-01,2009-01-01 00:00:00,2009-02-01,2009-03-01,2009-04-01,2009-04-01 00:00:00,2009-05-01,2009-06-01,2009-07-01,2009-07-01 00:00:00,2009-08-01,2009-09-01,2009-10-01,2009-10-01 00:00:00,2009-11-01,2009-12-01,2010-01-01,2010-01-01 00:00:00,2010-02-01,2010-03-01,2010-04-01,2010-04-01 00:00:00,2010-05-01,2010-06-01,2010-07-01,2010-07-01 00:00:00,2010-08-01,2010-09-01,2010-10-01,2010-10-01 00:00:00,2010-11-01,2010-12-01,2011-01-01,2011-01-01 00:00:00,2011-02-01,2011-03-01,2011-04-01,2011-04-01 00:00:00,2011-05-01,2011-06-01,2011-07-01,2011-07-01 00:00:00,2011-08-01,2011-09-01,2011-10-01,2011-10-01 00:00:00,2011-11-01,2011-12-01,2012-01-01,2012-01-01 00:00:00,2012-02-01,2012-03-01,2012-04-01,2012-04-01 00:00:00,2012-05-01,2012-06-01,2012-07-01,2012-07-01 00:00:00,2012-08-01,2012-09-01,2012-10-01,2012-10-01 00:00:00,2012-11-01,2012-12-01,2013-01-01,2013-01-01 00:00:00,2013-02-01,2013-03-01,2013-04-01,2013-04-01 00:00:00,2013-05-01,2013-06-01,2013-07-01,2013-07-01 00:00:00,2013-08-01,2013-09-01,2013-10-01,2013-10-01 00:00:00,2013-11-01,2013-12-01,2014-01-01,2014-01-01 00:00:00,2014-02-01,2014-03-01,2014-04-01,2014-04-01 00:00:00,2014-05-01,2014-06-01,2014-07-01,2014-07-01 00:00:00,2014-08-01,2014-09-01,2014-10-01,2014-10-01 00:00:00,2014-11-01,2014-12-01,2015-01-01,2015-01-01 00:00:00,2015-02-01,2015-03-01,2015-04-01,2015-04-01 00:00:00,2015-05-01,2015-06-01,2015-07-01,2015-07-01 00:00:00,2015-08-01,2015-09-01,2015-10-01,2015-10-01 00:00:00,2015-11-01,2015-12-01,2016-01-01,2016-01-01 00:00:00,2016-02-01,2016-03-01,2016-04-01,2016-04-01 00:00:00,2016-05-01,2016-06-01,2016-07-01,2016-07-01 00:00:00,2016-08-01,2016-09-01,2016-10-01,2016-10-01 00:00:00,2016-11-01,2016-12-01,2017-01-01,2017-01-01 00:00:00,2017-02-01,2017-03-01,2017-04-01,2017-04-01 00:00:00,2017-05-01,2017-06-01,2017-07-01,2017-07-01 00:00:00,2017-08-01,2017-09-01,2017-10-01,2017-10-01 00:00:00,2017-11-01,2017-12-01,2018-01-01,2018-01-01 00:00:00,2018-02-01,2018-03-01,2018-04-01,2018-04-01 00:00:00,2018-05-01,2018-06-01,2018-07-01,2018-07-01 00:00:00,2018-08-01,2018-09-01,2018-10-01,2018-10-01 00:00:00,2018-11-01,2018-12-01,2019-01-01,2019-01-01 00:00:00,2019-02-01,2019-03-01,2019-04-01,2019-04-01 00:00:00,2019-05-01,2019-06-01,2019-07-01,2019-07-01 00:00:00,2019-08-01,2019-09-01,2019-10-01,2019-10-01 00:00:00,2019-11-01,2019-12-01,2020-01-01,2020-01-01 00:00:00,2020-02-01,2020-03-01,2020-04-01,2020-04-01 00:00:00,2020-05-01,2020-06-01,2020-07-01,2020-07-01 00:00:00,2020-08-01,2020-09-01,2020-10-01,2020-10-01 00:00:00,2020-11-01,2020-12-01,2021-01-01,2021-01-01 00:00:00,2021-02-01,2021-03-01,2021-04-01,2021-04-01 00:00:00,2021-05-01,2021-06-01,2021-07-01,2021-07-01 00:00:00,2021-08-01,2021-09-01,2021-10-01,2021-10-01 00:00:00,2021-11-01,2021-12-01,2022-01-01,2022-01-01 00:00:00,2022-02-01,2022-03-01,2022-04-01,2022-04-01 00:00:00,2022-05-01,2022-06-01,2022-07-01,2022-07-01 00:00:00,2022-08-01,2022-09-01,2022-10-01,2022-10-01 00:00:00,2022-11-01,2022-12-01,2023-01-01,2023-01-01 00:00:00,2023-02-01,2023-03-01,2023-12-01
2517,SMR,"Headline consumer price inflation, annual",2.42,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.83,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,7.12,,,,,,,,,,,,,,,,,,,,
2519,SOM,"Estimated core consumer price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,-0.99,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,2.66,,,,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,SOM,"GDP deflator growth rate, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,5.83,,,,,,,,,,,,,,,,-0.51,,,,,,,,,,,,,,,,-1.26,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,5.92,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,,,,7.66,,,,,,,,,,,,,,,,7.66,,,,,,,,,,,,,,,,,,,,
2523,SRB,"Official core consumer price inflation, annual",6.6,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,11.1,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.97,,,,,,,,,,,,,,,,,,,,
2524,SRB,"Estimated core consumer price inflation, annual",1.36,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,2.18,,,,,,,,,,,,,,,,2.45,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,-0.52,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,1.37,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528,SRB,"GDP deflator growth rate, annual",7.89,,,,,,,,,,,,,,,,5.73,,,,,,,,,,,,,,,,8.91,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,5.13,,,,,,,,,,,,,,,,2.59,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,2.97,,,,,,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,2.44,,,,,,,,,,,,,,,,1.84,,,,,,,,,,,,,,,,5.91,,,,,,,,,,,,,,,,9.58,,,,,,,,,,,,,,,,,,,,
2532,SRB,"Food price inflation, annual",5.51,,,,,,,,,,,,,,,,2.62,,,,,,,,,,,,,,,,14.71,,,,,,,,,,,,,,,,6.95,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,-0.94,,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,-0.31,,,,,,,,,,,,,,,,3.28,,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,2.57,,,,,,,,,,,,,,,,2.54,,,,,,,,,,,,,,,,4.45,,,,,,,,,,,,,,,,16.63,,,,,,,,,,,,,,,,,,,,
2535,SRB,"Headline consumer price inflation, annual",8.13,,,,,,,,,,,,,,,,6.14,,,,,,,,,,,,,,,,11.14,,,,,,,,,,,,,,,,7.33,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,3.13,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,1.58,,,,,,,,,,,,,,,,4.09,,,,,,,,,,,,,,,,11.98,,,,,,,,,,,,,,,,,,,,
2538,SRB,"Producer price inflation, annual",5.55,,,,,,,,,,,,,,,,12.7,,,,,,,,,,,,,,,,14.75,,,,,,,,,,,,,,,,5.58,,,,,,,,,,,,,,,,3.08,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,-0.42,,,,,,,,,,,,,,,,3.17,,,,,,,,,,,,,,,,2.23,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,-1.19,,,,,,,,,,,,,,,,8.62,,,,,,,,,,,,,,,,15.43,,,,,,,,,,,,,,,,,,,,
2541,SSD,"Estimated core consumer price inflation, annual",-2.48,,,,,,,,,,,,,,,,3.07,,,,,,,,,,,,,,,,-7.77,,,,,,,,,,,,,,,,-16.75,,,,,,,,,,,,,,,,8.42,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,-10.49,,,,,,,,,,,,,,,,-164.66,,,,,,,,,,,,,,,,-91.57,,,,,,,,,,,,,,,,-43.82,,,,,,,,,,,,,,,,-69.26,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,SSD,"GDP deflator growth rate, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.33,,,,,,,,,,,,,,,,2.58,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,16.72,,,,,,,,,,,,,,,,259.28,,,,,,,,,,,,,,,,156.39,,,,,,,,,,,,,,,,69.54,,,,,,,,,,,,,,,,-1.68,,,,,,,,,,,,,,,,16.11,,,,,,,,,,,,,,,,29.23,,,,,,,,,,,,,,,,96.32,,,,,,,,,,,,,,,,,,,,
2546,SSD,"Headline consumer price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.08,,,,,,,,,,,,,,,,-0.04,,,,,,,,,,,,,,,,1.66,,,,,,,,,,,,,,,,52.81,,,,,,,,,,,,,,,,379.85,,,,,,,,,,,,,,,,187.87,,,,,,,,,,,,,,,,83.49,,,,,,,,,,,,,,,,51.19,,,,,,,,,,,,,,,,29.68,,,,,,,,,,,,,,,,30.23,,,,,,,,,,,,,,,,-6.69,,,,,,,,,,,,,,,,,,,,
2549,STP,"Estimated core consumer price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21,,,,,,,,,,,,,,,,-1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,STP,"GDP deflator growth rate, annual",7.57,,,,,,,,,,,,,,,,12.48,,,,,,,,,,,,,,,,7.78,,,,,,,,,,,,,,,,13.61,,,,,,,,,,,,,,,,10.72,,,,,,,,,,,,,,,,8.21,,,,,,,,,,,,,,,,5.12,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,5.72,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,5.34,,,,,,,,,,,,,,,,5.34,,,,,,,,,,,,,,,,,,,,
2553,STP,"Energy price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.93,,,,,,,,,,,,,,,,1.53,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,STP,"Food price inflation, annual",21.2,,,,,,,,,,,,,,,,16.42,,,,,,,,,,,,,,,,15.8,,,,,,,,,,,,,,,,12.21,,,,,,,,,,,,,,,,9.45,,,,,,,,,,,,,,,,7.29,,,,,,,,,,,,,,,,4.13,,,,,,,,,,,,,,,,5.62,,,,,,,,,,,,,,,,6.58,,,,,,,,,,,,,,,,8.68,,,,,,,,,,,,,,,,9.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,STP,"Headline consumer price inflation, annual",16.96,,,,,,,,,,,,,,,,13.34,,,,,,,,,,,,,,,,14.32,,,,,,,,,,,,,,,,10.64,,,,,,,,,,,,,,,,8.11,,,,,,,,,,,,,,,,6.99,,,,,,,,,,,,,,,,5.26,,,,,,,,,,,,,,,,5.43,,,,,,,,,,,,,,,,5.69,,,,,,,,,,,,,,,,7.87,,,,,,,,,,,,,,,,8.36,,,,,,,,,,,,,,,,7.87,,,,,,,,,,,,,,,,8.14,,,,,,,,,,,,,,,,18.01,,,,,,,,,,,,,,,,,,,,
2559,SUR,"Estimated core consumer price inflation, annual",-0.95,,,,,,,,,,,,,,,,2.23,,,,,,,,,,,,,,,,9.19,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,-0.92,,,,,,,,,,,,,,,,-1.05,,,,,,,,,,,,,,,,-6.38,,,,,,,,,,,,,,,,19.14,,,,,,,,,,,,,,,,12.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.79,,,,,,,,,,,,,,,,22.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,SUR,"GDP deflator growth rate, annual",6.48,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,13.85,,,,,,,,,,,,,,,,10.73,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,1.59,,,,,,,,,,,,,,,,-2.08,,,,,,,,,,,,,,,,26.16,,,,,,,,,,,,,,,,21.42,,,,,,,,,,,,,,,,4.66,,,,,,,,,,,,,,,,6.37,,,,,,,,,,,,,,,,29.86,,,,,,,,,,,,,,,,56.12,,,,,,,,,,,,,,,,57.63,,,,,,,,,,,,,,,,,,,,
2563,SUR,"Energy price inflation, annual",6.6,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,4.96,,,,,,,,,,,,,,,,4.04,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,-0.6,,,,,,,,,,,,,,,,-1.01,,,,,,,,,,,,,,,,-1.41,,,,,,,,,,,,,,,,-1.43,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,4.22,,,,,,,,,,,,,,,,-0.03,,,,,,,,,,,,,,,,55.8,,,,,,,,,,,,,,,,113.79,,,,,,,,,,,,,,,,,,,,
2566,SUR,"Food price inflation, annual",,,,,,,,,,,,,,,,,10.3,,,,,,,,,,,,,,,,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.95,,,,,,,,,,,,,,,,33.01,,,,,,,,,,,,,,,,8.96,,,,,,,,,,,,,,,,5.24,,,,,,,,,,,,,,,,43.36,,,,,,,,,,,,,,,,61.27,,,,,,,,,,,,,,,,46.15,,,,,,,,,,,,,,,,,,,,
2569,SUR,"Headline consumer price inflation, annual",-0.3,,,,,,,,,,,,,,,,6.95,,,,,,,,,,,,,,,,17.68,,,,,,,,,,,,,,,,5.01,,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,,3.38,,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,55.5,,,,,,,,,,,,,,,,22.02,,,,,,,,,,,,,,,,6.94,,,,,,,,,,,,,,,,4.39,,,,,,,,,,,,,,,,49.77,,,,,,,,,,,,,,,,59.11,,,,,,,,,,,,,,,,52.45,,,,,,,,,,,,,,,,,,,,
2574,SVK,"Official core consumer price inflation, annual",1.38,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,2.56,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,2.48,,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,,,,4.11,,,,,,,,,,,,,,,,9.67,,,,,,,,,,,,,,,,,,,,
2575,SVK,"Estimated core consumer price inflation, annual",1.08,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,2.26,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,-0.11,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580,SVK,"GDP deflator growth rate, annual",-1.16,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,1.67,,,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,-0.19,,,,,,,,,,,,,,,,-0.22,,,,,,,,,,,,,,,,-0.51,,,,,,,,,,,,,,,,1.21,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,2.49,,,,,,,,,,,,,,,,2.38,,,,,,,,,,,,,,,,7.02,,,,,,,,,,,,,,,,,,,,
2582,SVK,"Energy price inflation, annual",-0.29,,,,,,,,,,,,,,,,10.13,,,,,,,,,,,,,,,,5.56,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,-1.25,,,,,,,,,,,,,,,,-0.97,,,,,,,,,,,,,,,,2.55,,,,,,,,,,,,,,,,4.01,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,18.77,,,,,,,,,,,,,,,,,,,,
2585,SVK,"Food price inflation, annual",-3.23,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,6.06,,,,,,,,,,,,,,,,4.19,,,,,,,,,,,,,,,,3.51,,,,,,,,,,,,,,,,-0.78,,,,,,,,,,,,,,,,-0.29,,,,,,,,,,,,,,,,-2.78,,,,,,,,,,,,,,,,3.97,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,18.63,,,,,,,,,,,,,,,,,,,,
2588,SVK,"Headline consumer price inflation, annual",1.62,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,3.92,,,,,,,,,,,,,,,,3.61,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,-0.08,,,,,,,,,,,,,,,,-0.33,,,,,,,,,,,,,,,,-0.52,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,2.51,,,,,,,,,,,,,,,,2.77,,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,3.15,,,,,,,,,,,,,,,,12.77,,,,,,,,,,,,,,,,,,,,
2591,SVK,"Producer price inflation, annual",-6.95,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,1.74,,,,,,,,,,,,,,,,-0.99,,,,,,,,,,,,,,,,-3.42,,,,,,,,,,,,,,,,-2.89,,,,,,,,,,,,,,,,-3.98,,,,,,,,,,,,,,,,2.43,,,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,-1.52,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,29.5,,,,,,,,,,,,,,,,,,,,
2594,SVN,"Official core consumer price inflation, annual",1.54,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,1.72,,,,,,,,,,,,,,,,1.71,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,5.81,,,,,,,,,,,,,,,,,,,,
2595,SVN,"Estimated core consumer price inflation, annual",0.8,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,-0.45,,,,,,,,,,,,,,,,-0.04,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,-0.44,,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,SVN,"GDP deflator growth rate, annual",3.4,,,,,,,,,,,,,,,,-1.03,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,,,,2.26,,,,,,,,,,,,,,,,1.27,,,,,,,,,,,,,,,,2.61,,,,,,,,,,,,,,,,6.74,,,,,,,,,,,,,,,,,,,,
2602,SVN,"Energy price inflation, annual",-5.36,,,,,,,,,,,,,,,,-0.15,,,,,,,,,,,,,,,,8.72,,,,,,,,,,,,,,,,1.37,,,,,,,,,,,,,,,,-0.78,,,,,,,,,,,,,,,,-0.86,,,,,,,,,,,,,,,,-2.55,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,2.48,,,,,,,,,,,,,,,,3.72,,,,,,,,,,,,,,,,3.11,,,,,,,,,,,,,,,,-1.11,,,,,,,,,,,,,,,,11.08,,,,,,,,,,,,,,,,23.12,,,,,,,,,,,,,,,,,,,,
2605,SVN,"Food price inflation, annual",0.49,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,4.39,,,,,,,,,,,,,,,,4.11,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,2.22,,,,,,,,,,,,,,,,2.67,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,3.52,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,12.25,,,,,,,,,,,,,,,,,,,,
2608,SVN,"Headline consumer price inflation, annual",0.84,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,1.77,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,-0.53,,,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,1.74,,,,,,,,,,,,,,,,1.63,,,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,,8.83,,,,,,,,,,,,,,,,,,,,
2611,SVN,"Producer price inflation, annual",-1.33,,,,,,,,,,,,,,,,2.14,,,,,,,,,,,,,,,,4.53,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,-0.61,,,,,,,,,,,,,,,,-0.22,,,,,,,,,,,,,,,,-1.36,,,,,,,,,,,,,,,,2.15,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,,-0.24,,,,,,,,,,,,,,,,5.54,,,,,,,,,,,,,,,,19.59,,,,,,,,,,,,,,,,,,,,
2614,SWE,"Official core consumer price inflation, annual",-0.95,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,3.01,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,-0.24,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,1.37,,,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,5.82,,,,,,,,,,,,,,,,,,,,
2615,SWE,"Estimated core consumer price inflation, annual",-0.17,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,1.57,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,-0.24,,,,,,,,,,,,,,,,-0.11,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,SWE,"GDP deflator growth rate, annual",2.36,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,1.74,,,,,,,,,,,,,,,,2.12,,,,,,,,,,,,,,,,1.53,,,,,,,,,,,,,,,,2.14,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,2.67,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,2.98,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,
2622,SWE,"Energy price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78,,,,,,,,,,,,,,,,3.43,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,4.59,,,,,,,,,,,,,,,,6.73,,,,,,,,,,,,,,,,3.72,,,,,,,,,,,,,,,,2.92,,,,,,,,,,,,,,,,-0.13,,,,,,,,,,,,,,,,16.98,,,,,,,,,,,,,,,,32.93,,,,,,,,,,,,,,,,,,,,
2625,SWE,"Food price inflation, annual",2.89,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,,,,2.21,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,2.33,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,2.14,,,,,,,,,,,,,,,,2.37,,,,,,,,,,,,,,,,34.36,,,,,,,,,,,,,,,,2.14,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,11.31,,,,,,,,,,,,,,,,,,,,
